,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
75.0,개방화장실,법제3조제17호-영제3조제2항제3호,소망빌딩,서울특별시 강동구 성안로 71,서울특별시 강동구 성내1동 420-42,1,1,0,0,0,0,1,0,0,소망빌딩,"""""",정시,06:00~24:00,2016-05,37.53,127.1315,민간소유-개인,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2024-01-29
76.0,개방화장실,법제3조제17호-영제3조제2항제3호,강일타워오피스텔,서울특별시 강동구 아리수로93길 27,서울특별시 강동구 강일동 675-1,1,1,0,0,0,0,2,0,0,강일타워오피스텔,02-442-4671,정시,07:00~23:00,2017-01,37.5658,127.1737,민간소유-개인,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2024-01-29
77.0,개방화장실,법제3조제17호-영제3조제2항제3호,나비상가,서울특별시 강동구 천호대로157길 14,서울특별시 강동구 천호동 453-19,3,3,0,0,0,0,2,0,0,나비상가,02-6207-0200,정시,08:00~24:00,2018-05,37.5384,127.1273,민간소유-개인,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2024-01-29
78.0,개방화장실,법제3조제17호-영제3조제2항제3호,신성통상,서울특별시 강동구 풍성로63길 84,서울특별시 강동구 둔촌동 444,6,4,0,0,0,0,3,0,0,신성통상,02-3709-9482,정시,06:30~22:00,2019-12,37.5316,127.1404,민간소유-개인,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2024-01-29
79.0,개방화장실,법제3조제17호-영제3조제2항제3호,길동빌딩,서울특별시 강동구 양재대로 1458,서울특별시 강동구 길동 411-4,2,3,0,0,0,0,2,0,0,길동빌딩,"""""",정시,06:00~24:00,2023-01,37.5359,127.1396,민간소유-개인,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
80.0,개방화장실,법제3조제17호-영제3조제2항제3호,둔촌역전통시장 공영주차장내고객지원센터,서울특별시 강동구 풍성로54길 21,서울특별시 강동구 성내동 417-49,1,2,1,0,0,0,2,1,0,둔촌역전통시장 공영주차장내고객지원센터,02-6052-5657,상시,"""""",2023-06,37.5285,127.1339,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
81.0,개방화장실,법제3조제17호-영제3조제2항제3호,암사시장 고객화장실,서울특별시 강동구 상암로 11길 8,서울특별시 강동구 암사동 496-16,2,2,0,0,0,0,3,0,0,암사시장 고객화장실,02-442-1040,정시,08:00~20:00,2023-06,37.55,127.1289,민간소유-개인,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
82.0,공중화장실,법제3조제5호,성내하니공원,서울특별시 강동구 성내로3가길 71,서울특별시 강동구 성내1동 533,2,2,1,0,0,0,4,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2006-02,37.5294,127.1266,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
83.0,공중화장실,법제3조제5호,선린어린이공원,서울특별시 강동구 양재대로91길 59,서울특별시 강동구 성내3동 424,2,2,1,0,0,0,4,1,1,강동구 청소행정과,02-3425-5864,상시,"""""",2017-09,37.5285,127.1372,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,2019-05,2024-01-29
84.0,공중화장실,법제3조제5호,일자산숲속화장실,서울특별시 강동구 동남로 614,서울특별시 강동구 둔촌동 6-9,2,3,1,0,0,0,4,1,1,강동구 청소행정과,02-3425-5864,상시,"""""",2009-09,37.529,127.1492,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
85.0,공중화장실,법제3조제5호,일자산자연공원(잔디광장옆),서울특별시 강동구 둔촌동 산125,서울특별시 강동구 둔촌동 산125,1,1,0,0,0,0,2,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2015-06,37.5314,127.1508,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,2015-02,2024-01-29
86.0,공중화장실,법제3조제5호,일자산 제1체육관 뒤쪽,서울특별시 강동구 둔촌동 산125,서울특별시 강동구 둔촌동 산125,1,1,0,0,0,0,1,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-11,37.5328,127.1529,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,"""""",2014-03,2024-01-29
87.0,공중화장실,법제3조제5호,일자산자연공원(도시농업공원),서울특별시 강동구 둔촌2동 산119,서울특별시 강동구 둔촌2동 산119,1,1,0,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2016-08,37.5339,127.1516,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,여자화장실,"""""",2024-01-29
88.0,공중화장실,법제3조제5호,일자산자연공원(허브천문공원),서울특별시 강동구 둔촌2동 산86,서울특별시 강동구 둔촌2동 산86,1,3,1,0,0,0,3,1,1,강동구 청소행정과,02-3425-5864,상시,"""""",2015-11,37.5377,127.1538,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,여자화장실,"""""",2024-01-29
89.0,공중화장실,법제3조제5호,명일근린공원(중앙하이츠 뒷산),서울특별시 강동구 상일동 산54,서울특별시 강동구 상일동 산54,1,2,0,0,0,0,2,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-02,37.5523,127.1595,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,여자화장실,"""""",2024-01-29
90.0,공중화장실,법제3조제5호,명일근린공원(상일동산),서울특별시 강동구 상일동 185,서울특별시 강동구 상일동 185,0,1,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2016-08,37.5497,127.1651,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,여자화장실,"""""",2024-01-29
91.0,공중화장실,법제3조제5호,게네 고덕천 물놀이장,서울특별시 강동구 상일동 491(천),서울특별시 강동구 상일동 491,1,2,0,0,0,0,1,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2012-05,37.5526,127.173,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실,"""""",2024-01-29
92.0,공중화장실,법제3조제5호,게내 수변공원(SK주유소 뒤),서울특별시 강동구 강일동 703(공),서울특별시 강동구 강일동 703,1,1,0,0,0,1,1,1,1,강동구 청소행정과,02-3425-5864,상시,"""""",2015-12,37.5605,127.1721,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-01-29
93.0,공중화장실,법제3조제5호,게내 수변공원(공원관리소),서울특별시 강동구 상일동 479,서울특별시 강동구 상일동 479,1,4,1,0,0,0,3,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2012-05,37.5557,127.1726,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-01-29
94.0,공중화장실,법제3조제5호,민속의집,서울특별시 강동구 고덕로83길55,서울특별시 강동구 고덕2동 215,0,1,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-11,37.5596,127.1684,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-01-29
95.0,공중화장실,법제3조제5호,고덕초등학교 건너편,서울특별시 강동구 고덕로83길55,서울특별시 강동구 고덕2동 215,0,1,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-11,37.5612,127.1682,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
96.0,공중화장실,법제3조제13호,고덕유수지 야구장 화장실,서울특별시 강동구 아리수로87길,서울특별시 강동구 고덕동 123-1,1,2,0,0,0,0,2,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2014-05,37.5668,127.1649,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,"""""",2024-01-29
97.0,공중화장실,법제3조제5호,동명근린공원(배드민턴장),서울특별시 강동구 고덕로83길55,서울특별시 강동구 고덕2동 215,1,1,0,0,0,0,2,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2005-10,37.5597,127.1662,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-01-29
98.0,공중화장실,법제3조제5호,동명근린공원(축구장),서울특별시 강동구 아리수로78길 23(공원),서울특별시 강동구 고덕2동 229,1,2,1,0,0,0,3,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-06,37.5611,127.1644,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-01-29
99.0,공중화장실,법제3조제5호,철봉공원(고덕약수터),서울특별시 강동구 동남로 990,서울특별시 강동구 고덕2동 287,0,1,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-11,37.5608,127.1601,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-01-29
100.0,공중화장실,법제3조제5호,샘터근린공원(족구장),서울특별시 강동구 동남로 990,서울특별시 강동구 고덕2동 287,1,3,1,0,0,0,4,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-06,37.5627,127.1576,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,"""""",2024-01-29
101.0,공중화장실,법제3조제5호,방죽근린공원,서울특별시 강동구 고덕2동 296,서울특별시 강동구 고덕2동 296(8),0,1,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-11,37.5567,127.1586,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
102.0,공중화장실,법제3조제5호,두레근린공원,서울특별시 강동구 고덕동 497(공원),서울특별시 강동구 고덕1동 497,0,1,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-11,37.5586,127.1517,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
103.0,공중화장실,법제3조제5호,명일파출소 뒤,서울특별시 강동구 동남로 895,서울특별시 강동구 명일2동 47-30,1,2,1,0,0,0,1,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2012-05,37.5536,127.1561,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-01-29
104.0,공중화장실,법제3조제5호,상일쉼터(그루터기),서울특별시 강동구 상일동 147,서울특별시 강동구 상일동 147,3,4,1,0,0,0,5,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2009-08,37.5528,127.1567,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
105.0,공중화장실,법제3조제5호,샛마을근린공원,서울특별시 강동구 구천면로 441(공원),서울특별시 강동구 명일1동 288,3,2,1,0,1,0,4,1,1,강동구 청소행정과,02-3425-5864,상시,"""""",2012-02,37.5497,127.1475,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
106.0,공중화장실,법제3조제5호,고분다리시장(주차장),서울특별시 강동구 구천면로 258-6,서울특별시 강동구 천호1동 280-9,1,1,0,0,0,0,2,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2017-01,37.5431,127.1322,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,남자화장실,"""""",2024-01-29
107.0,공중화장실,법제3조제5호,새장터어린이공원,서울특별시 강동구 암사1가길 16,서울특별시 강동구 암사1동 468-2,2,2,1,0,0,0,3,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2020-09,37.5522,127.1306,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
108.0,공중화장실,법제3조제5호,광나루공원,서울특별시 강동구 상암로 12-19,서울특별시 강동구 암사2동 515,1,2,1,0,0,0,3,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2019-12,37.55,127.1255,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,"""""",2024-01-29
109.0,공중화장실,법제3조제5호,당말어린이공원,서울특별시 강동구 진황도로29길 34,서울특별시 강동구 천호3동 167-195,1,2,0,0,0,0,2,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2018-05,37.5389,127.1329,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
110.0,공중화장실,법제3조제13호,성내유수지체육시설,서울특별시 송파구 방이동 88-13,서울특별시 송파구 방이동 88-13,1,3,1,0,0,0,3,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2016-08,37.5269,127.1209,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,"""""",2024-01-29
111.0,공중화장실,법제3조제5호,암사역사공원,서울특별시 강동구 암사동 193(전),서울특별시 강동구 암사3동 193,2,3,1,0,0,1,6,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2020-04,37.5575,127.1305,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
112.0,공중화장실,법제3조제5호,암사역사공원 비지터센터,서울특별시 강동구 암사동 137-2(전),서울특별시 강동구 암사3동 137-10,1,1,1,0,0,0,2,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2020-04,37.5591,127.1311,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
113.0,공중화장실,법제3조제5호,고덕그라시움(135동 앞),서울특별시 강동구 고덕동 692(공원),"서울특별시 강동구 고덕2동 692(220,공원)",2,3,1,0,1,0,4,1,1,강동구 청소행정과,02-3425-5864,상시,"""""",2020-08,37.5602,127.1623,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-01-29
114.0,공중화장실,법제3조제5호,볕우물어린이공원,서울특별시 강동구 고덕로24길 23,서울특별시 강동구 암사1동 453-8(공원),1,2,1,0,0,0,2,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2020-09,37.5536,127.1358,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
115.0,공중화장실,법제3조제5호,능골근린공원,서울특별시 강동구 상일2동 536,서울특별시 강동구 상일2동 536,1,2,1,0,0,0,3,1,0,강동구 청소행정과,02-3425-5864,상시,"""""",2021-09,37.5565,127.1745,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-29
116.0,공중화장실,법제3조제5호,가제골(전원마을),서울특별시 강동구 고덕동 산94-1,서울특별시 강동구 고덕동 산94-1,1,2,0,0,0,0,3,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2023-09,37.564,127.1484,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-01-29
117.0,공중화장실,법제3조제5호,산등성이목조식,서울특별시 강동구 암사동 산40-3,서울특별시 강동구 암사동 산40-3,1,1,0,0,0,0,2,0,0,강동구 청소행정과,02-3425-5864,상시,"""""",2001-09,37.5616,127.1451,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-29
118.0,개방화장실,법제3조제16호-영제3조제1항제3호,3관 1층 화장실,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,3,2,1,1,0,0,5,1,0,한국보훈복지의료공단 중앙보훈병원,02-2225-4306,정시,08:30~17:30,1983-12,37.5293031,127.1476447,공공기관-국가공공기관,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,"""""","""""",2024-01-29
119.0,개방화장실,법제3조제16호-영제3조제1항제3호,2관 1층 화장실,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,2,3,1,1,0,0,3,1,0,한국보훈복지의료공단 중앙보훈병원,02-2225-4306,정시,08:30~17:30,1991-11,37.5297854,127.1481285,공공기관-국가공공기관,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,"""""","""""",2024-01-29
120.0,개방화장실,법제3조제16호-영제3조제1항제3호,종합재활센터 1층 화장실,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,3,1,1,3,0,0,4,1,0,한국보훈복지의료공단 중앙보훈병원,02-2225-4306,정시,08:30~17:30,1998-11,37.5290561,127.148338,공공기관-국가공공기관,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-01-29
121.0,개방화장실,법제3조제16호-영제3조제1항제3호,별관 1층 화장실,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,2,3,0,0,0,0,2,0,0,한국보훈복지의료공단 중앙보훈병원,02-2225-4306,정시,08:30~17:30,1996-07,37.5284706,127.1479753,공공기관-국가공공기관,수세식,Y,N,"""""",Y,N,"""""","""""",2024-01-29
122.0,개방화장실,법제3조제16호-영제3조제1항제3호,장례식장 2층 로비 화장실,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,2,1,1,1,0,0,4,1,0,한국보훈복지의료공단 중앙보훈병원,02-2225-4306,정시,08:30~17:30,2002-05,37.5280749,127.147635,공공기관-국가공공기관,수세식,Y,N,"""""",Y,N,"""""","""""",2024-01-29
